Start Date,End Date,Load Number,Shipper,Carrier,Workflow,Alert,Response Time,Raw Response,Goal,Updated data points on FK,Reminder,Escalated
2024-10-31,2024-10-31,4303693330,smithfield-foods,Moeller Trucking Inc.,shipment_update,,0 days 00:35:19," Your request (2318358) has been updated. To add additional comments, reply to this email.         \n\nFrom: Smithfield Visibility Services <smithfield_visibility_services@fourkites.com>\nSent: Thursday, October 31, 2024 7:45 AMTo: Aaron Moeller <amoeller@moellertruckinginc.com>Cc: atorres@smithfield.com; jstrait@smithfield.com; dchandonnet@smithfield.com; logisticalservices@smithfield.comSubject: Re: Load Ready to Pickup at SU0000500929-PINE RIDGE FARMS LLC\xa0Hello Moeller Trucking Inc.,Gentle reminder...Your prompt attention to this is appreciated.The following Smithfield Foods shipment(s) have been\nloaded and ready for pick up from SU0000500929-PINE RIDGE FARMS LLC. Please reply back providing the\ntruck number and the driver’s ETA for pick up so we can advise the loading facilities.\nShipment Number: 4303693330\nTrailer: 3019\nDDT: 2024-10-30, 03:00\nBilled Out: 2024-10-30 02:44:23\nAssigned Truck #: 148\nETA for pickup:Notes or Comments: will pickup by 9 and deliver before 1pm appt\n\n{{ randomness }}\n\nHello Moeller Trucking Inc.,Gentle reminder...Your prompt attention to this is appreciated.\nThe following Smithfield Foods shipment(s) have been loaded and ready for pick up from SU0000500929-PINE RIDGE FARMS LLC. Please reply back providing the truck number and the driver’s ETA for pick up so we can advise the loading facilities.\nShipment Number: 4303693330\nTrailer: 3019\nDDT: 2024-10-30, 03:00\nBilled Out: 2024-10-30 02:44:23\nAssigned Truck #: 148\nETA for pickup:Notes or Comments: {{ randomness }}\n\nHello Moeller Trucking Inc.,\nThe following Smithfield Foods shipment(s) have been loaded and ready for pick up from SU0000500929-PINE RIDGE FARMS LLC. Please reply back providing the truck number and the driver’s ETA for pick up so we can advise the loading facilities.\nShipment Number: 4303693330\nTrailer: 3019\nDDT: 2024-10-30, 03:00\nBilled Out: 2024-10-30 02:44:23\nAssigned Truck #: 148\nETA for pickup:\nNotes or Comments:\n\nThis email is a service from Logistical Services. Delivered by Zendesk",SUCCESS,DETAILS_EXTRACTED; ETA_UPDATED; LOAD_STATUS_UPDATED; USER_MESSAGE_UPDATED,Y,Y
2024-10-31,2024-10-31,4303693330,smithfield-foods,Moeller Trucking Inc.,shipment_update,,0 days 00:35:19," Your request (2318358) has been updated. To add additional comments, reply to this email.         \n\nFrom: Smithfield Visibility Services <smithfield_visibility_services@fourkites.com>\nSent: Thursday, October 31, 2024 7:45 AMTo: Aaron Moeller <amoeller@moellertruckinginc.com>Cc: atorres@smithfield.com; jstrait@smithfield.com; dchandonnet@smithfield.com; logisticalservices@smithfield.comSubject: Re: Load Ready to Pickup at SU0000500929-PINE RIDGE FARMS LLC\xa0Hello Moeller Trucking Inc.,Gentle reminder...Your prompt attention to this is appreciated.The following Smithfield Foods shipment(s) have been\nloaded and ready for pick up from SU0000500929-PINE RIDGE FARMS LLC. Please reply back providing the\ntruck number and the driver’s ETA for pick up so we can advise the loading facilities.\nShipment Number: 4303693330\nTrailer: 3019\nDDT: 2024-10-30, 03:00\nBilled Out: 2024-10-30 02:44:23\nAssigned Truck #: 148\nETA for pickup:Notes or Comments: will pickup by 9 and deliver before 1pm appt\n\n{{ randomness }}\n\nHello Moeller Trucking Inc.,Gentle reminder...Your prompt attention to this is appreciated.\nThe following Smithfield Foods shipment(s) have been loaded and ready for pick up from SU0000500929-PINE RIDGE FARMS LLC. Please reply back providing the truck number and the driver’s ETA for pick up so we can advise the loading facilities.\nShipment Number: 4303693330\nTrailer: 3019\nDDT: 2024-10-30, 03:00\nBilled Out: 2024-10-30 02:44:23\nAssigned Truck #: 148\nETA for pickup:Notes or Comments: {{ randomness }}\n\nHello Moeller Trucking Inc.,\nThe following Smithfield Foods shipment(s) have been loaded and ready for pick up from SU0000500929-PINE RIDGE FARMS LLC. Please reply back providing the truck number and the driver’s ETA for pick up so we can advise the loading facilities.\nShipment Number: 4303693330\nTrailer: 3019\nDDT: 2024-10-30, 03:00\nBilled Out: 2024-10-30 02:44:23\nAssigned Truck #: 148\nETA for pickup:\nNotes or Comments:\n\nThis email is a service from Logistical Services. Delivered by Zendesk",SUCCESS,DETAILS_EXTRACTED; ETA_UPDATED; LOAD_STATUS_UPDATED; USER_MESSAGE_UPDATED,Y,
2024-10-31,2024-10-31,5000262170,smithfield-foods,Heyl Truck Lines,shipment_update,,0 days 00:32:06," Please email smithfield@heyl.net for updates.\n\nThis one is at the receiver already.\n\nWARNING: Do not click on links or open attachments unless you recognize the source of the email and know the contents are safe.\n\nHello Heyl Truck Lines,\nThe following \nSmithfield Foods push shipment(s) have been\nloaded and ready for pick up from SP1235-SFD-Denison, IA. As a reminder, it is expected that drivers pick up these shipments within 12 hours of being billed out.\n\nShipment Number: 5000262170\n\nTrailer: 21053\n\nDDT: 2024-10-30, 16:19\n\nBilled Out: 242-10-30 16:19\n\nAssigned Truck #: 24910\n\nETA for pickup:\n\nNotes or Comments:",SUCCESS,DETAILS_EXTRACTED; USER_MESSAGE_UPDATED,,
2024-10-31,2024-10-31,4303684438,smithfield-foods,Johnson Feed Inc.,shipment_update,,0 days 00:06:16," From: Smithfield Visibility Services \n\nSent: Thursday, October 31, 2024 7:33 AM To: JD Reinke ; Doug Horner ; Cody Wall ; NaCole Venjohn ; Bailey Johnson ; Betsy Tiemann ; Jim Curry ; Jordan Johnson ; Brandon Acevedo ; Chris Calhoun ; Tim Plucker Cc: logisticalservices@smithfield.com; jstrait@smithfield.com; atorres@smithfield.com; dchandonnet@smithfield.com Subject: Load Ready to Pickup at SP1235-SFD-Denison, IA\n\nHello Johnson Feed Inc., The following Smithfield Foods shipment(s) have been loaded and ready for pick up from SP1235-SFD-Denison, IA. Please reply back providing the truck number and the driver’s ETA for pick up so we can advise the loading facilities.\n\nShipment Number: 4303684438\n\nTrailer: 8329\n\nDDT: 2024-10-31, 09:00\n\nBilled Out: 2024-10-30, 15:44\n\nAssigned Truck #: 2646\n\nETA for pickup:\n\nNotes or Comments:\n\nThe following Smithfield Foods push shipment(s) have been loaded and ready for pick up from SP1235-SFD-Denison, IA. As a reminder, it is expected that drivers pick up these shipments within 12 hours of being billed out.\n\nShipment Number: 5000262148\n\nTrailer: 7966\n\nDDT: 2024-10-30, 15:27\n\nBilled Out: 2024-10-30, 15:27\n\nAssigned Truck #: 2503\n\nETA for pickup:\n\nNotes or Comments:",SUCCESS,DETAILS_EXTRACTED; USER_MESSAGE_UPDATED,,
2024-10-31,2024-11-01,4303691871,smithfield-foods,HILL BROTHERS TRANSPORTATION INC,shipment_update,,1 days 00:58:11," Your request (2319855) has been updated. To add additional comments, reply to this email.          Nov 1, 2024, 09:30 EDT             Hello HILL BROTHERS TRANSPORTATION INC,Gentle reminder...Your prompt attention to this is appreciated.\n\n The following Smithfield Foods shipment(s) have been loaded and ready for pick up from SP1235-SFD-Denison, IA. Please reply back providing the truck number and the driverâ\x80\x99s ETA for pick up so we can advise the loading facilities.\n\n Shipment Number: 4303691871\n\n Trailer: 579508\n\n DDT: 2024-10-31, 18:30\n\n Billed Out: 2024-10-30, 22:48\n\n Assigned Truck #: 2061\n\n ETA for pickup:Notes or Comments:Shipment Number: 4303701369\n\n Trailer: 579577\n\n DDT: 2024-10-31, 17:30\n\n Billed Out: 2024-10-31, 17:16\n\n Assigned Truck #:ETA for pickup:Notes or Comments: \n\n                Nov 1, 2024, 08:58 EDT             Hello HILL BROTHERS TRANSPORTATION INC,\n\n The following Smithfield Foods shipment(s) have been loaded and ready for pick up from SP1235-SFD-Denison, IA. Please reply back providing the truck number and the driverâ\x80\x99s ETA for pick up so we can advise the loading facilities.\n\n Shipment Number: 4303691871\n\n Trailer: 579508\n\n DDT: 2024-10-31, 18:30\n\n Billed Out: 2024-10-30, 22:48\n\n Assigned Truck #: 2061\n\n ETA for pickup:\n\nNotes or Comments:\n\nShipment Number: 4303701369\n\n Trailer: 579577\n\n DDT: 2024-10-31, 17:30\n\n Billed Out: 2024-10-31, 17:16\n\n Assigned Truck #:\n\nETA for pickup:\n\nNotes or Comments:",SUCCESS,DETAILS_EXTRACTED; ETA_UPDATED; USER_MESSAGE_UPDATED,Y,Y
2024-10-31,2024-10-31,4303697984,smithfield-foods,Hirschbach Motor Lines Inc,shipment_update,,0 days 00:02:58," Hello Hirschbach Motor Lines Inc,\nThe following \nSmithfield Foods shipment(s) have been\nloaded and ready for pick up from SP1235-SFD-Denison, IA. Please reply back providing the\ntruck number and the driver’s ETA for pick up so we can advise the loading facilities.\n\nShipment Number: 4303697984\n\nTrailer: 498\n\nDDT: 2024-10-30, 11:30\n\nBilled Out: 2024-10-29, 14:00\n\nAssigned Truck #: 5001\n\nETA for pickup: 1200\n\nNotes or Comments: GFOTD\n\nThe following \nSmithfield Foods shipment(s) have been\nloaded and ready for pick up from SP1235-SFD-Denison, IA. As a reminder, it is expected that drivers pick up these shipments by their DDT.\n\nShipment Number: 4303657846\n\nTrailer: 40129\n\nDDT: 2024-10-31, 12:30\n\nBilled Out: 2024-10-30, 21:44\n\nIf for any reason drivers will not pick up on time, please make sure to notify Logistical Services ASAP.",SUCCESS,ASSET_UPDATED; DETAILS_EXTRACTED; ETA_UPDATED; USER_MESSAGE_UPDATED,,
2024-10-31,2024-10-31,5000262147,smithfield-foods,Potter Transport Inc.,shipment_update,,0 days 00:06:09,,FAILURE,LOAD_STATUS_UPDATED,,
2024-10-31,2024-10-31,5000262147,smithfield-foods,Potter Transport Inc.,shipment_update,,0 days 00:06:09," Picked up almost to Delivery\xa0\xa0\xa0\xa0IN GOD I TRUST\n\nFrom: Smithfield Visibility Services Sent: Thursday, October 31, 2024 7:33 AM To: Jeffpottertrans@c-magic.com; Pottertrans@c-magic.com; Heatherpottertrans@c-magic.com Cc: logisticalservices@smithfield.com; jstrait@smithfield.com; atorres@smithfield.com; dchandonnet@smithfield.com Subject: Load Ready to Pickup at SP1235-SFD-Denison, IA \n\nHello Potter Transport Inc.,\n\nThe following Smithfield Foods push shipment(s) have been loaded and ready for pick up from SP1235-SFD-Denison, IA. As a reminder, it is expected that drivers pick up these shipments within 12 hours of being billed out. Shipment Number: 5000262147 Trailer: 1141 DDT: 2024-10-30, 15:23 Billed Out: 2024-10-30, 15:23 Assigned Truck #: ETA for pickup: Notes or Comments: Thanks, Smithfield Visibility Services You are receiving this email as part of FourKites workflow notifications setup by Smithfield Foods.",SUCCESS,ASSET_UPDATED; DETAILS_EXTRACTED; USER_MESSAGE_UPDATED,,
2024-10-31,2024-11-01,4303691871,smithfield-foods,HILL BROTHERS TRANSPORTATION INC,shipment_update,,1 days 00:58:11," Your request (2319855) has been updated. To add additional comments, reply to this email.          Nov 1, 2024, 09:30 EDT             Hello HILL BROTHERS TRANSPORTATION INC,Gentle reminder...Your prompt attention to this is appreciated.\n\n The following Smithfield Foods shipment(s) have been loaded and ready for pick up from SP1235-SFD-Denison, IA. Please reply back providing the truck number and the driverâ\x80\x99s ETA for pick up so we can advise the loading facilities.\n\n Shipment Number: 4303691871\n\n Trailer: 579508\n\n DDT: 2024-10-31, 18:30\n\n Billed Out: 2024-10-30, 22:48\n\n Assigned Truck #: 2061\n\n ETA for pickup:Notes or Comments:Shipment Number: 4303701369\n\n Trailer: 579577\n\n DDT: 2024-10-31, 17:30\n\n Billed Out: 2024-10-31, 17:16\n\n Assigned Truck #:ETA for pickup:Notes or Comments: \n\n                Nov 1, 2024, 08:58 EDT             Hello HILL BROTHERS TRANSPORTATION INC,\n\n The following Smithfield Foods shipment(s) have been loaded and ready for pick up from SP1235-SFD-Denison, IA. Please reply back providing the truck number and the driverâ\x80\x99s ETA for pick up so we can advise the loading facilities.\n\n Shipment Number: 4303691871\n\n Trailer: 579508\n\n DDT: 2024-10-31, 18:30\n\n Billed Out: 2024-10-30, 22:48\n\n Assigned Truck #: 2061\n\n ETA for pickup:\n\nNotes or Comments:\n\nShipment Number: 4303701369\n\n Trailer: 579577\n\n DDT: 2024-10-31, 17:30\n\n Billed Out: 2024-10-31, 17:16\n\n Assigned Truck #:\n\nETA for pickup:\n\nNotes or Comments:",SUCCESS,DETAILS_EXTRACTED; ETA_UPDATED; USER_MESSAGE_UPDATED,,
2024-10-31,2024-10-31,5000262148,smithfield-foods,Johnson Feed Inc.,shipment_update,,0 days 00:06:17," From: Smithfield Visibility Services \n\nSent: Thursday, October 31, 2024 7:33 AM To: JD Reinke ; Doug Horner ; Cody Wall ; NaCole Venjohn ; Bailey Johnson ; Betsy Tiemann ; Jim Curry ; Jordan Johnson ; Brandon Acevedo ; Chris Calhoun ; Tim Plucker Cc: logisticalservices@smithfield.com; jstrait@smithfield.com; atorres@smithfield.com; dchandonnet@smithfield.com Subject: Load Ready to Pickup at SP1235-SFD-Denison, IA\n\nHello Johnson Feed Inc., The following Smithfield Foods shipment(s) have been loaded and ready for pick up from SP1235-SFD-Denison, IA. Please reply back providing the truck number and the driver’s ETA for pick up so we can advise the loading facilities.\n\nShipment Number: 4303684438\n\nTrailer: 8329\n\nDDT: 2024-10-31, 09:00\n\nBilled Out: 2024-10-30, 15:44\n\nAssigned Truck #: 2646\n\nETA for pickup:\n\nNotes or Comments:\n\nThe following Smithfield Foods push shipment(s) have been loaded and ready for pick up from SP1235-SFD-Denison, IA. As a reminder, it is expected that drivers pick up these shipments within 12 hours of being billed out.\n\nShipment Number: 5000262148\n\nTrailer: 7966\n\nDDT: 2024-10-30, 15:27\n\nBilled Out: 2024-10-30, 15:27\n\nAssigned Truck #: 2503\n\nETA for pickup:\n\nNotes or Comments:",SUCCESS,DETAILS_EXTRACTED; USER_MESSAGE_UPDATED,,
2024-10-31,2024-10-31,4303680019,smithfield-foods,Moeller Trucking Inc.,shipment_update,,0 days 00:16:18," From: Smithfield Visibility Services <smithfield_visibility_services@fourkites.com>\n\nSent: Thursday, October 31, 2024 7:33 AM To: Aaron Moeller <amoeller@moellertruckinginc.com> Cc: logisticalservices@smithfield.com; jstrait@smithfield.com; atorres@smithfield.com; dchandonnet@smithfield.com Subject: Load Ready to Pickup at SP1235-SFD-Denison, IA\n\nHello Moeller Trucking Inc., The following Smithfield Foods shipment(s) have been loaded and ready for pick up from SP1235-SFD-Denison, IA. Please reply back providing the truck number and the driver’s ETA for pick up so we can advise the loading facilities.\n\nShipment Number: 4303680019\n\nTrailer: 3052\n\nDDT: 2024-10-31, 03:00\n\nBilled Out: 2024-10-30, 19:20\n\nAssigned Truck #:\n\nETA for pickup:\n\nNotes or Comments: already picked up",SUCCESS,DETAILS_EXTRACTED; USER_MESSAGE_UPDATED,,
2024-10-31,2024-10-31,4303680019,smithfield-foods,Moeller Trucking Inc.,shipment_update,,0 days 00:16:18,,FAILURE,LOAD_STATUS_UPDATED,,
2024-10-31,2024-10-31,4303704102,smithfield-foods,Hirschbach Motor Lines Inc,shipment_update,,0 days 03:05:50,,FAILURE,LRC_UPDATED; USER_MESSAGE_UPDATED,Y,
2024-10-31,2024-10-31,4303704102,smithfield-foods,Hirschbach Motor Lines Inc,shipment_update,,0 days 03:05:50," Your request (2318381) has been updated. To add additional comments, reply to this email.          Oct 31, 2024, 09:45 EDT             Dear Smithfield Foods,\n\n The following shipment(s) did not get a response from Hirschbach Motor Lines Inc:4303704102Please follow up.\n\n                Oct 31, 2024, 09:15 EDT             Hello Hirschbach Motor Lines Inc,Gentle reminder...Your prompt attention to this is appreciated.\n\n The following Smithfield Foods shipment(s) have been loaded and ready for pick up from SP1235-SFD-Denison, IA. Please reply back providing the truck number and the driverâ\x80\x99s ETA for pick up so we can advise the loading facilities.\n\n Shipment Number: 4303704102\n\n Trailer: 20926\n\n DDT: 2024-10-30, 20:00\n\n Billed Out: 2024-10-30, 19:53\n\n Assigned Truck #: 320160\n\n ETA for pickup:Notes or Comments: {{ randomness }} \n\n The following Smithfield Foods shipment(s) have been loaded and ready for pick up from SP1235-SFD-Denison, IA. As a reminder, it is expected that drivers pick up these shipments by their DDT.\n\n Shipment Number: 4303699012\n\n Trailer: 57\n\n DDT: 2024-10-31, 12:00\n\n Billed Out: 2024-10-30, 19:17\n\n Shipment Number: 4303704494\n\n Trailer: 20107\n\n DDT: 2024-11-03, 23:30\n\n Billed Out: 2024-10-29, 12:55\n\n Shipment Number: 4303705727\n\n Trailer: 40233\n\n DDT: 2024-10-31, 23:30\n\n Billed Out: 2024-10-30, 11:06\n\n  {{ randomness }} \n\n If for any reason drivers will not pick up on time, please make sure to notify Logistical Services ASAP.\n\n                Oct 31, 2024, 08:33 EDT             Hello Hirschbach Motor Lines Inc,\n\n The following Smithfield Foods shipment(s) have been loaded and ready for pick up from SP1235-SFD-Denison, IA. Please reply back providing the truck number and the driverâ\x80\x99s ETA for pick up so we can advise the loading facilities.\n\n Shipment Number: 4303704102\n\n Trailer: 20926\n\n DDT: 2024-10-30, 20:00\n\n Billed Out: 2024-10-30, 19:53\n\n Assigned Truck #: 320160\n\n ETA for pickup:\nNotes or Comments:\n\n The following Smithfield Foods shipment(s) have been loaded and ready for pick up from SP1235-SFD-Denison, IA. As a reminder, it is expected that drivers pick up these shipments by their DDT.\n\n Shipment Number: 4303699012\n\n Trailer: 57\n\n DDT: 2024-10-31, 12:00\n\n Billed Out: 2024-10-30, 19:17\n\n Shipment Number: 4303704494\n\n Trailer: 20107\n\n DDT: 2024-11-03, 23:30\n\n Billed Out: 2024-10-29, 12:55\n\n Shipment Number: 4303705727\n\n Trailer: 40233\n\n DDT: 2024-10-31, 23:30\n\n Billed Out: 2024-10-30, 11:06\n\n If for any reason drivers will not pick up on time, please make sure to notify Logistical Services ASAP.",SUCCESS,DETAILS_EXTRACTED; ETA_UPDATED; USER_MESSAGE_UPDATED,Y,
2024-10-31,2024-11-01,4303694382,smithfield-foods,Unlimited Logistics,shipment_update,,0 days 22:16:16," Your request (2319125) has been updated. To add additional comments, reply to this email. Nov 1, 2024, 06:53 EDT Per 4Kites departed and tracking OT.\n\nOct 31, 2024, 16:36 EDT Hello Unlimited Logistics,\n\nThe shipment has not received any location updates in the last 2 hours. Please advise if the shipment is on-time and secure.\n\nShipment Number: 4303694382\nTruck Number: Origin: SP1230-SFD-Clinton, NC\nDestination: CU0020001709-KROGER FRYS TOLLESON\nShipment Secure (Y/N): Reason for No Ping: ETA to delivery:Reason for delay(if late): Latest Location: Notes or Comments:\n\nYou are receiving this email as part of FourKites workflow notifications setup by Smithfield Foods.",SUCCESS,ASSET_UPDATED; DETAILS_EXTRACTED; USER_MESSAGE_UPDATED,,
2024-10-31,2024-10-31,4303697513,smithfield-foods,HILL BROTHERS TRANSPORTATION INC,shipment_update,,0 days 00:34:34," Hello HILL BROTHERS TRANSPORTATION INC,\nGentle reminder...\nYour prompt attention to this is appreciated.\n\n                    The following Smithfield Foods shipment(s) have been loaded and ready for pick up from SP1232-SFD-Sioux Falls, SD. Please reply back providing the truck number and the driverâ\x80\x99s ETA for pick up so we can advise the loading facilities.\n                \n\n\nShipment Number: 4303697513\n                        \n\nTrailer: 579740\n                        \n\nDDT: 2024-10-30, 21:00\n                        \n\nBilled Out: 2024-10-30, 16:12\n                        \n\nAssigned Truck #:\n\nETA for pickup:\n\nNotes or Comments:\n\n",SUCCESS,DETAILS_EXTRACTED; USER_MESSAGE_UPDATED,Y,Y
2024-10-31,2024-10-31,4303697513,smithfield-foods,HILL BROTHERS TRANSPORTATION INC,shipment_update,,0 days 00:34:34," Hello HILL BROTHERS TRANSPORTATION INC,\nGentle reminder...\nYour prompt attention to this is appreciated.\n\n                    The following Smithfield Foods shipment(s) have been loaded and ready for pick up from SP1232-SFD-Sioux Falls, SD. Please reply back providing the truck number and the driverâ\x80\x99s ETA for pick up so we can advise the loading facilities.\n                \n\n\nShipment Number: 4303697513\n                        \n\nTrailer: 579740\n                        \n\nDDT: 2024-10-30, 21:00\n                        \n\nBilled Out: 2024-10-30, 16:12\n                        \n\nAssigned Truck #:\n\nETA for pickup:\n\nNotes or Comments:\n\n",SUCCESS,DETAILS_EXTRACTED; USER_MESSAGE_UPDATED,Y,
2024-10-31,2024-10-31,4303684185,smithfield-foods,ST Freight LLC,shipment_update,,0 days 00:03:49," Driver will grab this afternoon about 3pm\n\n**** please NOTE - this email is NOT MONITORED after 4pm daily and weekends!!  If you HAVE AN EMERGENCY AFTER HOURS  please send a message to the following email :\ndispatch@stfreight.com or call 920-374-1178!!  This is for EMERGENCY ISSUES only!*************************\n\nHello ST Freight LLC,\nThe following \nSmithfield Foods shipment(s) have been\nloaded and ready for pick up from SP5281-Sioux Falls DC,SD. Please reply back providing the\ntruck number and the driver’s ETA for pick up so we can advise the loading facilities.\n\nShipment Number: 4303684185\n\nTrailer: 007\n\nDDT: 2024-10-31, 10:00\n\nBilled Out: 2024-10-30, 16:47\n\nAssigned Truck #:\n\nETA for pickup:\n\nNotes or Comments:",SUCCESS,DETAILS_EXTRACTED; ETA_UPDATED; USER_MESSAGE_UPDATED,,
2024-10-31,2024-10-31,4303703669,smithfield-foods,WINDWALKER TRANSPORTATION INC,shipment_update,,0 days 00:28:50," Your request (2318475) has been updated. To add additional comments, reply to this email. Oct 31, 2024, 10:47 EDT Thank you, team. Oct 31, 2024, 09:24 EDT 4303703669 – will pick up shortly and make OTD The other 2 deliver tomorrow, 11/1 and will pick up in time to make OTD Sent: Thursday, October 31, 2024 7:57 AM Hello WINDWALKER TRANSPORTATION INC, The following Smithfield Foods shipment(s) have been loaded and ready for pick up from SP5281-Sioux Falls DC,SD. Please reply back providing the truck number and the driver’s ETA for pick up so we can advise the loading facilities. Shipment Number: 4303703669 Trailer: 5067 DDT: 2024-10-31, 06:00 Billed Out: 2024-10-30, 14:15 Assigned Truck #: ETA for pickup: Notes or Comments: The following Smithfield Foods shipment(s) have been loaded and ready for pick up from SP5281-Sioux Falls DC,SD. As a reminder, it is expected that drivers pick up these shipments by their DDT. Shipment Number: 4303697516 Trailer: 5150 DDT: 2024-11-01, 08:30 Billed Out: 2024-10-30, 22:22 Shipment Number: 4303705340 Trailer: 5117 DDT: 2024-11-01, 03:00 Billed Out: 2024-10-30, 23:46 If for any reason drivers will not pick up on time, please make sure to notify Logistical Services ASAP. Thanks, Smithfield Visibility Services You are receiving this email as part of FourKites workflow notifications setup by Smithfield Foods.",SUCCESS,DETAILS_EXTRACTED; ETA_UPDATED; USER_MESSAGE_UPDATED,,
2024-10-31,2024-11-01,4303706179,smithfield-foods,"Nationwide Transportation, Inc. (NTWD)",shipment_update,,0 days 23:54:48," Your request (2319702) has been updated. To add additional comments, reply to this email.          Nov 1, 2024, 12:28 EDT             Departed and tracking OT.\n\n                Nov 1, 2024, 08:30 EDT             Dear Smithfield Foods,\n\n The following shipment(s) did not get a response from Nationwide Transportation, Inc. (NTWD):4303706179Please follow up.\n\n                Nov 1, 2024, 07:45 EDT             Hello Nationwide Transportation, Inc. (NTWD),Gentle reminder...Your prompt attention to this is appreciated.\n\n The following Smithfield Foods shipment(s) have been loaded and ready for pick up from SP5281-Sioux Falls DC,SD. Please reply back providing the truck number and the driver’s ETA for pick up so we can advise the loading facilities.\n\n Shipment Number: 4303706179\n\n Trailer: 5561\n\n DDT: 2024-11-01, 08:30\n\n Billed Out: 2024-10-31, 02:06\n\n Assigned Truck #: 2572\n\n ETA for pickup:Notes or Comments: {{ randomness }}\n\n                Nov 1, 2024, 07:04 EDT             Hello Nationwide Transportation, Inc. (NTWD),\n\n The following Smithfield Foods shipment(s) have been loaded and ready for pick up from SP5281-Sioux Falls DC,SD. Please reply back providing the truck number and the driver’s ETA for pick up so we can advise the loading facilities.\n\n Shipment Number: 4303706179\n\n Trailer: 5561\n\n DDT: 2024-11-01, 08:30\n\n Billed Out: 2024-10-31, 02:06\n\n Assigned Truck #: 2572\n\n ETA for pickup:\n\n Notes or Comments:\n\nThis email is a service from Logistical Services. Delivered by Zendesk\n\n[7PZ13W-E547X]",SUCCESS,DETAILS_EXTRACTED; LOAD_STATUS_UPDATED; USER_MESSAGE_UPDATED,Y,
2024-10-31,2024-11-01,4303703538,smithfield-foods,Prime Inc.,shipment_update,,0 days 21:09:09," Your request (2318729) has been updated. To add additional comments, reply to this email.          Nov 1, 2024, 06:33 EDT             Per 4Kites departed and tracking OT.\n\n                Oct 31, 2024, 09:25 EDT             Hello Prime Inc.,\n\n The shipment seems to have no asset assigned. Please advise asset information.\n\n Shipment Number: 4303703538\n\nTruck Number:\nOrigin: SP1231-SFD-North Smithfield,VA\n Destination: CU0020001727-WALMART DC 6095-OPELIKA\n\nTruck Number #:\nTrailer Number #:\nETA to pickup:Reason for delay(if late):\nCarrier Contact Name:\nCarrier Contact Phone#:\nLatest Location:\nNotes or Comments:\n\nYou are receiving this email as part of FourKites workflow notifications setup by Smithfield Foods.",SUCCESS,DETAILS_EXTRACTED; USER_MESSAGE_UPDATED,,
2024-10-31,2024-11-01,4303704441,smithfield-foods,Prime Inc.,shipment_update,,0 days 21:08:12," Your request (2318730) has been updated. To add additional comments, reply to this email.\n\nPer 4Kites departed and tracking OT.\n\nHello Prime Inc.,\n\nThe shipment seems to have no asset assigned. Please advise asset information.\n\nShipment Number: 4303704441\n\nTruck Number: Origin: SP1264-SFD-Cudahy, WI\n\nDestination: SP5358-SFD-North East DC,MD\n\nTruck Number #:\n\nTrailer Number #:\n\nETA to pickup:Reason for delay(if late):\n\nCarrier Contact Name:\n\nCarrier Contact Phone#:\n\nLatest Location:\n\nNotes or Comments:\n\nYou are receiving this email as part of FourKites workflow notifications setup by Smithfield Foods.",SUCCESS,DETAILS_EXTRACTED; USER_MESSAGE_UPDATED,,
2024-10-31,2024-11-01,4303630706,smithfield-foods,Coyote Logistics,shipment_update,,0 days 20:43:46," Your request (2318737) has been updated. To add additional comments, reply to this email.         \n\nNov 1, 2024, 06:34 EDT             Delivered per 4Kites.\n\nOct 31, 2024, 09:51 EDT             Hello Coyote Logistics,\n\nThe shipment seems to have no asset assigned. Please advise asset information.\n\nShipment Number: 4303630706\n\nTruck Number:\n\nOrigin: SP5166-AMC-E Dubuque,IL\n\nDestination: CU0020000823-WALMART DC 7055-GAS CITY\n\nTruck Number #:\n\nTrailer Number #:\n\nETA to pickup:\n\nReason for delay(if late):\n\nCarrier Contact Name:\n\nCarrier Contact Phone#:\n\nLatest Location:\n\nNotes or Comments:\n\nYou are receiving this email as part of FourKites workflow notifications setup by Smithfield Foods.",SUCCESS,DETAILS_EXTRACTED; LOAD_STATUS_UPDATED; USER_MESSAGE_UPDATED,,
2024-10-31,2024-10-31,4303700758,smithfield-foods,Raider Express Inc.,shipment_update,,0 days 00:03:14," 4303700758 â\x80\x93 picked up, gfotd \n\n\xa0\n\n\nFrom: Smithfield Visibility Services <smithfield_visibility_services@fourkites.com>\n\nSent: Thursday, October 31, 2024 9:31 AM To: Dustin Riley <dustinriley@raiderexpress.com>; Tanner Bowden <tannerbowden@raiderexpress.com>; Evan Pritchard <evanpritchard@raiderexpress.com>; Dispatch Group <dispatch@raiderexpress.com> Cc: atorres@smithfield.com; jstrait@smithfield.com; dchandonnet@smithfield.com; logisticalservices@smithfield.com Subject: No Tracking Updates - Alert : 4303700758\n\nCAUTION: This email originated from outside the organization. Do not click links or open attachments unless you recognize the sender and know the content is safe.\n\nHello Raider Express Inc., The shipment has not received any location updates in the last 2 hours. Please advise if the shipment is on-time and secure.\n\nShipment Number: 4303700758\n\nTruck Number: 5458\n\nOrigin: SP5377-Lineage-KC DC,KS\n\nDestination: CU0020001602-WALMART DC 7010-NEW CANEY\n\nShipment Secure (Y/N):\n\nReason for No Ping:\n\nETA to delivery:\n\nReason for delay(if late):\n\nLatest Location:\n\nNotes or Comments:",SUCCESS,DETAILS_EXTRACTED; USER_MESSAGE_UPDATED,,
